Name;ISIN;Symbol;Market;Currency;"Open Price";"High Price";"low Price";"last Price";"last Trade MIC Time";"Time Zone";Volume;Turnover;"Closing Price";"Closing Price DateTime"
"AURORA EIENDOM";NO0011032310;AURA;"Euronext Growth Oslo";NOK;90.00;90.00;90.00;90.00;"31/03/2023 16:17";CET;5;450.00;-;-
"AURSKOG SPAREBANK";NO0006001601;AURG;"Oslo Børs";NOK;214.00;214.00;210.00;210.00;"03/04/2023 16:19";CET;201;42236.00;-;-
"AUSTEVOLL SEAFOOD";NO0010073489;AUSS;"Oslo Børs";NOK;92.00;92.85;90.35;90.90;"05/04/2023 13:05";CET;61743;5612887.65;-;-
"AUTOGRILL SPA";IT0001137345;AGL;"Euronext Milan";EUR;6.48;6.53;6.48;6.51;"06/04/2023 17:37";CET;210497;1368382.65;-;-
"AUTOGRILL SPA";IT0001137345;2AGL;"Euronext After Hours Milan";EUR;6.57;6.64;6.57;6.64;"05/04/2023 18:22";CET;1000;6598.00;-;-
"AUTOSTORE HOLDINGS";BMG0670A1099;AUTO;"Oslo Børs";NOK;23.22;23.93;22.85;23.92;"05/04/2023 13:05";CET;778430;18386888.46;-;-
"AUTOSTRADE MERID";IT0000084043;AUTME;"Euronext Milan";EUR;17.35;18.15;17.20;17.85;"06/04/2023 17:35";CET;106085;1875152.20;-;-
"AVANCE GAS HOLDING";BMG067231032;AGAS;"Oslo Børs";NOK;65.00;67.10;65.00;66.60;"05/04/2023 13:05";CET;34340;2279556.60;-;-
AVANTIUM;NL0012047823;AVTX;"Euronext Amsterdam, Brussels";EUR;3.50;3.545;3.49;3.505;"06/04/2023 17:35";CET;141849;497860.75;-;-
"AVENIR TELECOM";FR001400CFI7;AVT;"Euronext Paris";EUR;0.3155;0.337;0.3155;0.331;"06/04/2023 17:35";CET;663384;216509.57;-;-
AVIO;IT0005119810;AVIO;"Euronext Milan";EUR;9.10;9.30;9.10;9.30;"06/04/2023 17:35";CET;14151;130473.51;-;-
"AWILCO DRILLING";NO0012785098;AWDR;"Euronext Growth Oslo";NOK;35.00;38.00;35.00;38.00;"03/04/2023 11:17";CET;200;7440.95;-;-
"AWILCO LNG";NO0010607971;ALNG;"Euronext Expand Oslo";NOK;8.02;8.04;7.91;8.02;"05/04/2023 13:05";CET;772048;6167889.01;-;-
AXA;FR0000120628;1CS;BITGEM;EUR;28.415;28.56;28.415;28.56;"06/04/2023 11:22";CET;145;4133.95;-;-
AXA;FR0000120628;CS;"Euronext Paris";EUR;28.455;28.855;28.40;28.70;"06/04/2023 17:37";CET;3577157;102635173.28;-;-
AXA;FR0000120628;2CS;"Euronext After Hours Milan";EUR;27.675;28.64;27.675;28.64;"23/02/2023 00:00";CET;174;4899.405;-;-
"AXA NV23";FR001400ED13;CSNV;"Euronext Paris";EUR;27.00;27.00;27.00;27.00;"06/04/2023 16:30";CET;3743;101061.00;-;-
AXACTOR;NO0010840515;ACR;"Oslo Børs";NOK;6.48;6.48;6.36;6.40;"05/04/2023 13:05";CET;23812;152817.24;-;-
"AXWAY SOFTWARE";FR0011040500;AXW;"Euronext Paris";EUR;21.20;21.30;20.60;21.00;"06/04/2023 17:35";CET;9145;192719.60;-;-
"AYFIE GROUP";NO0012861683;AYFIE;"Euronext Growth Oslo";NOK;4.499;4.499;4.499;4.499;"31/03/2023 09:44";CET;20;89.98;-;-
"AZ LEASING";IT0004812258;MLAZL;"Euronext Access Paris";EUR;0.57;0.57;0.57;0.57;"10/11/2020 16:30";CET;303;172.71;-;-
"AZELIS GROUP";BE0974400328;AZE;"Euronext Brussels";EUR;21.92;22.52;21.88;22.16;"06/04/2023 17:35";CET;130725;2904802.08;-;-
AZERION;NL00150006Z9;AZRN;"Euronext Amsterdam";EUR;1.72;1.72;1.62;1.64;"06/04/2023 17:35";CET;43654;72480.87;-;-
"AZERION WARRANTS";NL00150007A0;AZRNW;"Euronext Amsterdam";EUR;0.15;0.15;0.15;0.15;"22/02/2023 09:32";CET;311;46.65;-;-
AZIMUT;IT0003261697;AZM;"Euronext Milan";EUR;19.445;19.645;19.28;19.595;"06/04/2023 17:35";CET;814059;15843713.15;-;-
AZIMUT;IT0003261697;2AZM;"Euronext After Hours Milan";EUR;19.48;19.48;19.46;19.46;"05/04/2023 20:09";CET;450;8761.00;-;-
"AZOREAN TECH";PTAZR0AM0006;MLAAT;"Euronext Access Paris";EUR;0.11;0.11;0.11;0.11;"04/04/2023 11:30";CET;500;55.00;-;-
"B&C SPEAKERS";IT0001268561;BEC;"Euronext Milan";EUR;14.50;14.65;14.30;14.55;"06/04/2023 17:17";CET;4393;63589.85;-;-
"B&S Group";LU1789205884;BSGR;"Euronext Amsterdam";EUR;3.93;3.93;3.80;3.84;"06/04/2023 17:35";CET;39899;152787.93;-;-
B.COM.PORTUGUES;PTBCP0AM0015;BCP;"Euronext Lisbon";EUR;0.2045;0.2098;0.204;0.2098;"06/04/2023 21:37";BST;87667793;18233787.44;-;-
B.F.;IT0005187460;BFG;"Euronext Milan";EUR;3.87;3.87;3.72;3.75;"06/04/2023 17:35";CET;14726;55616.66;-;-
B2HOLDING;NO0010633951;B2H;"Oslo Børs";NOK;7.46;7.59;7.46;7.47;"05/04/2023 13:05";CET;42249;316005.09;-;-
BAIKOWSKI;FR0013384369;ALBKK;"Euronext Growth Paris";EUR;18.20;18.20;18.15;18.15;"06/04/2023 16:44";CET;330;5994.20;-;-
"BAINS MER MONACO";MC0000031187;BAIN;"Euronext Paris";EUR;90.60;96.00;90.60;95.00;"06/04/2023 17:35";CET;1777;163653.40;-;-
BAKKAFROST;FO0000000179;BAKKA;"Oslo Børs";NOK;644.50;651.00;631.00;636.00;"05/04/2023 13:09";CET;60111;38305492.50;-;-
"BALTIC SEA PROP";NO0010810476;BALT;"Euronext Growth Oslo";NOK;52.00;52.00;52.00;52.00;"22/03/2023 16:10";CET;10;520.00;-;-
BALYO;FR0013258399;BALYO;"Euronext Paris";EUR;0.555;0.555;0.524;0.528;"06/04/2023 17:35";CET;75227;40277.24;-;-
"BAM GROEP KON";NL0000337319;BAMNB;"Euronext Amsterdam";EUR;2.072;2.086;2.056;2.086;"06/04/2023 17:35";CET;822800;1707139.37;-;-
"BANCA GENERALI";IT0001031084;BGN;"Euronext Milan";EUR;28.72;29.42;28.64;29.41;"06/04/2023 17:39";CET;283188;8229648.01;-;-
"BANCA IFIS";IT0003188064;IF;"Euronext Milan";EUR;13.89;14.14;13.85;14.05;"06/04/2023 17:35";CET;105585;1483485.36;-;-
"BANCA MEDIOLANUM";IT0004776628;2BMED;"Euronext After Hours Milan";EUR;8.356;8.356;8.356;8.356;"05/04/2023 20:20";CET;225;1880.10;-;-
"BANCA MEDIOLANUM";IT0004776628;BMED;"Euronext Milan";EUR;8.344;8.448;8.32;8.448;"06/04/2023 17:35";CET;802489;6729231.61;-;-
"BANCA MPS";IT0005508921;2BMPS;"Euronext After Hours Milan";EUR;1.9135;1.9135;1.896;1.913;"05/04/2023 19:54";CET;5800;11091.30;-;-
"BANCA MPS";IT0005508921;BMPS;"Euronext Milan";EUR;1.90;1.9415;1.90;1.935;"06/04/2023 17:35";CET;3465206;6678718.21;-;-
"BANCA SISTEMA";IT0003173629;BST;"Euronext Milan";EUR;1.322;1.362;1.32;1.352;"06/04/2023 17:35";CET;272855;367635.89;-;-
"BANCO BILBAO VIZC.";ES0113211835;BBV;"Traded not listed Brussels";EUR;6.542;6.542;6.532;6.532;"05/04/2023 17:22";CET;4;26.16;-;-
"BANCO BPM";IT0005218380;2BAMI;"Euronext After Hours Milan";EUR;3.591;3.604;3.585;3.604;"05/04/2023 20:04";CET;18450;66419.40;-;-
"BANCO BPM";IT0005218380;BAMI;"Euronext Milan";EUR;3.596;3.699;3.595;3.686;"06/04/2023 17:35";CET;7642490;27946611.59;-;-
"BANCO SANTANDER";ES0113900J37;1SANX;BITGEM;EUR;3.47;3.495;3.459;3.495;"06/04/2023 15:39";CET;1326;4625.05;-;-
"BANCO SANTANDER";ES0113900J37;SANTA;"Traded not listed Brussels";EUR;3.4445;3.527;3.412;3.498;"06/04/2023 17:20";CET;26595;92204.33;-;-
"BANCO SANTANDER";ES0113900J37;2SANX;"Euronext After Hours Milan";EUR;3.26;3.26;3.26;3.26;"03/04/2023 19:42";CET;1;3.26;-;-
"BANIMMO A";BE0003870871;BANI;"Euronext Brussels";EUR;3.94;3.94;3.90;3.90;"06/04/2023 17:20";CET;460;1803.00;-;-
"BANK OF IR NC PREF";IE0000730790;DD7E;"Euronext Dublin";EUR;21.00;-;-;21.00;"11/03/2020 21:18";IST;-;-;-;-
"BANK OF IR NCP STF";IE0000730808;DD7D;"Euronext Dublin";EUR;16.00;18.7413;16.00;18.7413;"14/07/2017 03:30";IST;168;3148.54;-;-
"BANK OF IRELAND GP";IE00BD1RP616;BIRG;"Euronext Dublin";EUR;9.188;9.48;9.17;9.39;"06/04/2023 21:07";IST;1220892;11466154.05;-;-
"BARBARA BUI";FR0000062788;BUI;"Euronext Paris";EUR;6.80;6.80;6.80;6.80;"29/03/2023 11:30";CET;79;537.20;-;-
BARCO;BE0974362940;BAR;"Euronext Brussels";EUR;27.70;28.44;27.30;27.78;"06/04/2023 17:35";CET;156915;4363059.24;-;-
"BARINGS CORE SPAIN";ES0105362000;MLBAR;"Euronext Access Paris";EUR;1.50;1.50;1.50;1.50;"18/09/2018 00:00";CET;-;-;-;-
"BARRAMUNDI GROUP";SGXZ33675836;BARRA;"Euronext Growth Oslo";NOK;5.00;5.00;5.00;5.00;"14/03/2023 09:06";CET;1000;5000.00;-;-
"BARRYROE OFFSHORE";IE00B66B5T26;BEY;"Euronext Growth Dublin";EUR;0.017;0.028;0.016;0.028;"06/04/2023 15:58";IST;467548;11980.64;-;-
BASF;DE000BASF111;2BAS;"Euronext After Hours Milan";EUR;44.79;44.79;44.79;44.79;"28/03/2023 18:17";CET;1;44.79;-;-
BASF;DE000BASF111;1BAS;BITGEM;EUR;48.75;48.90;48.42;48.475;"06/04/2023 17:28";CET;6853;333775.45;-;-
BASIC-FIT;NL0011872650;BFIT;"Euronext Amsterdam";EUR;37.30;37.52;36.72;36.88;"06/04/2023 17:35";CET;142646;5279272.98;-;-
BASICNET;IT0001033700;BAN;"Euronext Milan";EUR;5.79;5.80;5.68;5.68;"06/04/2023 17:35";CET;10038;57913.90;-;-
"BASILIX CERT";BE0003674851;BAS;"Euronext Brussels";EUR;10.58;10.58;10.58;10.58;"03/04/2023 11:30";CET;47;497.26;-;-
BASSAC;FR0004023208;BASS;"Euronext Paris";EUR;51.40;51.40;49.80;50.80;"06/04/2023 17:35";CET;535;27002.10;-;-
"BASTIDE LE CONFORT";FR0000035370;BLC;"Euronext Paris";EUR;27.40;27.75;27.10;27.75;"06/04/2023 17:35";CET;4529;124069.10;-;-
"BASTOGI SPA";IT0004412497;B;"Euronext Milan";EUR;0.618;0.618;0.60;0.60;"06/04/2023 15:45";CET;7619;4582.83;-;-
"BATLA MINERALS";FR0010436170;MLBAT;"Euronext Access Paris";EUR;0.60;0.60;0.60;0.60;"06/04/2023 11:30";CET;20;12.00;-;-
BAYER;DE000BAY0017;1BAYN;BITGEM;EUR;59.75;60.66;59.75;60.64;"06/04/2023 17:35";CET;7162;432949.54;-;-
BAYER;DE000BAY0017;2BAYN;"Euronext After Hours Milan";EUR;59.00;59.00;59.00;59.00;"08/03/2023 00:00";CET;100;5900.00;-;-
"BB BIOTECH";CH0038389992;BION;"Euronext Milan";EUR;49.20;50.20;49.20;50.20;"06/04/2023 17:23";CET;3585;178821.80;-;-
BBVA;ES0113211835;2BBVA;"Euronext After Hours Milan";EUR;4.162;4.162;4.162;4.162;"05/07/2022 00:00";CET;1;4.162;-;-
BBVA;ES0113211835;1BBVA;BITGEM;EUR;6.55;6.55;6.55;6.55;"06/04/2023 11:51";CET;500;3275.00;-;-
"BCA POP SONDRIO";IT0000784196;BPSO;"Euronext Milan";EUR;3.916;3.916;3.864;3.912;"06/04/2023 17:35";CET;873767;3399923.19;-;-
"BCA PROFILO";IT0001073045;PRO;"Euronext Milan";EUR;0.211;0.214;0.209;0.213;"06/04/2023 17:35";CET;229789;48590.62;-;-
"BCO DESIO BRIANZA";IT0001041000;BDB;"Euronext Milan";EUR;3.31;3.33;3.29;3.32;"06/04/2023 17:35";CET;3071;10180.77;-;-
"BD MULTI MEDIA";FR0000035305;ALBDM;"Euronext Growth Paris";EUR;2.80;2.96;2.28;2.28;"06/04/2023 15:17";CET;66175;180537.46;-;-
"BE SEMICONDUCTOR";NL0012866412;BESI;"Euronext Amsterdam";EUR;76.24;76.56;73.98;75.26;"06/04/2023 17:35";CET;526559;39633330.32;-;-
BEACONSMIND;CH0451123589;MLBMD;"Euronext Access Paris";EUR;9.10;9.20;9.10;9.20;"06/04/2023 16:30";CET;2697;24712.70;-;-
"BEAULIEU-AV. CERT";BE0003661726;BEAB;"Euronext Brussels";EUR;4.30;4.30;4.30;4.30;"05/04/2023 11:30";CET;30;129.00;-;-
"BEBO HEALTH";CH1148983609;MLBBO;"Euronext Access Paris";EUR;4.94;4.94;4.94;4.94;"29/03/2023 11:30";CET;50;247.00;-;-
BEEWIZE;IT0001487047;BWZ;"Euronext Milan";EUR;0.692;0.692;0.692;0.692;"06/04/2023 12:17";CET;423;292.72;-;-
BEGHELLI;IT0001223277;BE;"Euronext Milan";EUR;0.272;0.2745;0.272;0.274;"06/04/2023 17:28";CET;92696;25296.79;-;-
BEIERSDORF;DE0005200000;1BEI;BITGEM;EUR;121.35;121.80;121.35;121.80;"05/04/2023 14:04";CET;555;67483.35;-;-
BEKAERT;BE0974258874;BEKB;"Euronext Brussels";EUR;40.72;41.14;39.94;40.02;"06/04/2023 17:35";CET;42518;1713283.82;-;-
BELIEVE;FR0014003FE9;BLV;"Euronext Paris";EUR;10.30;10.30;9.94;10.24;"06/04/2023 17:35";CET;17688;179692.82;-;-
"BELLINI NAUTICA";IT0005497042;BELL;"Euronext Growth Milan";EUR;2.16;2.30;2.16;2.30;"06/04/2023 14:16";CET;4000;9030.00;-;-
BELSHIPS;NO0003094104;BELCO;"Oslo Børs";NOK;19.66;19.80;19.52;19.72;"05/04/2023 13:05";CET;156742;3080649.60;-;-
BELUGA;BE0003723377;BELU;"Euronext Brussels";EUR;2.48;2.48;2.48;2.48;"04/04/2023 11:30";CET;386;957.28;-;-
"BELYSSE GROUP";BE0974314461;BELYS;"Euronext Brussels";EUR;1.05;1.10;1.05;1.10;"06/04/2023 17:27";CET;1778;1916.90;-;-
"BEM INVEST";BE0046318490;-;"Euronext Expert Market";EUR;14.00;14.00;14.00;14.00;"21/02/2017 11:30";CET;5;70.00;-;-
"BENCHMARK HOLDINGS";GB00BGHPT808;BMK;"Euronext Growth Oslo";NOK;4.7995;5.00;4.7995;5.00;"30/03/2023 14:46";CET;5727;28016.46;-;-
BENETEAU;FR0000035164;BEN;"Euronext Paris";EUR;15.10;15.18;14.94;14.96;"06/04/2023 17:35";CET;30358;456137.28;-;-
BENEVOLENTAI;LU2355630455;BAI;"Euronext Amsterdam";EUR;2.40;2.40;2.14;2.38;"06/04/2023 16:33";CET;1035;2386.04;-;-
"BENEVOLENTAI W";LU2355630968;BAIW;"Euronext Amsterdam";EUR;0.37;0.37;0.37;0.37;"09/05/2022 14:34";CET;29815;11031.55;-;-
BENFICA;PTSLB0AM0010;SLBEN;"Euronext Lisbon";EUR;3.85;3.88;3.84;3.86;"06/04/2023 21:35";BST;2414;9303.25;-;-
"BERGEN CARBON SOL";NO0010950249;BCS;"Euronext Growth Oslo";NOK;9.08;9.08;8.70;8.93;"05/04/2023 13:05";CET;35700;317805.15;-;-
BERGENBIO;NO0010650013;BGBIO;"Oslo Børs";NOK;4.80;4.935;4.66;4.66;"05/04/2023 13:05";CET;27957;133425.49;-;-
"BERNARD LOISEAU";FR0000066961;ALDBL;"Euronext Growth Paris";EUR;3.30;3.30;3.30;3.30;"06/04/2023 16:30";CET;215;709.50;-;-
"BEST BUY CO";US0865161014;2BBY;"Euronext After Hours Milan";EUR;-;-;-;-;-;CET;-;-;-;-
"BEST BUY CO";US0865161014;1BBY;BITGEM;EUR;68.00;68.00;67.99;68.00;"30/03/2023 13:14";CET;18;1223.96;-;-
"BETER BED";NL0000339703;BBED;"Euronext Amsterdam";EUR;3.125;3.16;3.09;3.13;"06/04/2023 17:35";CET;18219;57328.08;-;-
"BEVER HOLDING";NL0000285278;BEVER;"Euronext Amsterdam";EUR;3.80;3.80;3.80;3.80;"29/03/2023 16:32";CET;900;3420.00;-;-
BEWI;NO0010890965;BEWI;"Oslo Børs";NOK;43.50;43.50;42.05;42.95;"05/04/2023 13:05";CET;21591;916875.45;-;-
"BFC MEDIA";IT0005144768;BFC;"Euronext Growth Milan";EUR;4.24;4.24;4.04;4.14;"07/03/2023 00:00";CET;2250;9315.00;-;-
"BFF BANK";IT0005244402;BFF;"Euronext Milan";EUR;8.97;9.245;8.95;9.175;"06/04/2023 17:35";CET;600996;5502473.69;-;-
"BGL BNP PARIBAS";LU0097891112;-;"Euronext Expert Market";EUR;89.00;89.00;89.00;89.00;"22/03/2022 11:30";CET;50;4450.00;-;-
BHA;BE0032095854;-;"Euronext Expert Market";EUR;-;-;-;-;-;CET;-;-;-;-
"BIALETTI INDUSTRIE";IT0004222102;BIA;"Euronext Milan";EUR;0.272;0.274;0.26;0.264;"06/04/2023 17:25";CET;326683;85922.25;-;-
BIC;FR0000120966;BB;"Euronext Paris";EUR;58.50;59.40;57.90;58.80;"06/04/2023 17:35";CET;69055;4056909.20;-;-
"BIEN SPAREBANK";NO0012706763;BIEN;"Oslo Børs";NOK;88.00;88.00;88.00;88.00;"05/04/2023 12:32";CET;90;7920.00;-;-
BIESSE;IT0003097257;BSS;"Euronext Milan";EUR;14.20;14.40;13.82;13.96;"06/04/2023 17:35";CET;133121;1869873.90;-;-
BIFIRE;IT0005495335;FIRE;"Euronext Growth Milan";EUR;3.06;3.06;3.06;3.06;"06/04/2023 17:18";CET;2000;6120.00;-;-
"BIGBEN INTERACTIVE";FR0000074072;BIG;"Euronext Paris";EUR;5.33;5.36;5.23;5.33;"06/04/2023 17:35";CET;7744;41133.65;-;-
BIL;LU0006040975;-;"Euronext Expert Market";EUR;386.10;386.10;386.10;386.10;"04/04/2017 11:30";CET;1;386.10;-;-
BILENDI;FR0004174233;ALBLD;"Euronext Growth Paris";EUR;18.54;18.54;18.38;18.50;"06/04/2023 17:36";CET;73451;1358330.98;-;-
"BIO-UV GROUP";FR0013345493;ALTUV;"Euronext Growth Paris";EUR;4.40;4.50;4.39;4.43;"06/04/2023 17:35";CET;36459;161731.55;-;-
BIOCARTIS;BE0974281132;BCART;"Euronext Brussels";EUR;0.629;0.629;0.62;0.628;"06/04/2023 17:35";CET;12489;7798.86;-;-
BIOCORP;FR0012788065;ALCOR;"Euronext Growth Paris";EUR;24.50;25.00;24.40;24.70;"06/04/2023 17:11";CET;1529;37680.10;-;-
BIOERA;IT0005516130;BIE;"Euronext Milan";EUR;0.122;0.122;0.108;0.111;"06/04/2023 16:57";CET;260707;29252.29;-;-
"BIOFISH HOLDING";NO0010955198;BFISH;"Euronext Growth Oslo";NOK;1.27;1.33;1.23;1.33;"05/04/2023 12:59";CET;123422;158683.77;-;-
BIOMERIEUX;FR0013280286;BIM;"Euronext Paris";EUR;97.22;98.62;97.00;98.06;"06/04/2023 17:35";CET;93766;9188954.14;-;-
BIOPHYTIS;FR0012816825;ALBPS;"Euronext Growth Paris";EUR;0.0423;0.044;0.042;0.0425;"06/04/2023 17:35";CET;1526423;65056.89;-;-
"BIOPHYTIS BSA";FR0013507290;BPSBS;"Euronext Growth Paris";EUR;0.06;0.06;0.06;0.06;"06/04/2023 13:16";CET;1462;87.72;-;-
BIOSENIC;BE0974280126;BIOS;"Euronext Brussels, Paris";EUR;0.149;0.149;0.14;0.145;"06/04/2023 17:35";CET;87600;12749.49;-;-
BIOSENIC(SUB)C1;BE0970179827;BIOS1;"Euronext Brussels, Paris";EUR;0.0001;0.0001;0.0001;0.0001;"15/02/2023 10:09";CET;799;0.08;-;-
BIOSYNEX;FR0011005933;ALBIO;"Euronext Growth Paris";EUR;9.65;10.02;9.39;9.53;"06/04/2023 17:35";CET;8377;80688.90;-;-
BIOTALYS;BE0974386188;BTLS;"Euronext Brussels";EUR;6.16;6.30;6.16;6.28;"06/04/2023 16:19";CET;3496;21959.92;-;-
"BIP INV. PARTNERS";LU0110790085;-;"Euronext Expert Market";EUR;2.16;2.16;2.16;2.16;"14/03/2023 11:30";CET;80;172.80;-;-
"BLACK SEA PROPERTY";NO0010755101;BSP;"Euronext Growth Oslo";NOK;0.605;0.605;0.59;0.59;"03/04/2023 10:50";CET;6600;3895.50;-;-
BLEECKER;FR0000062150;BLEE;"Euronext Paris";EUR;220.00;220.00;220.00;220.00;"04/04/2023 11:30";CET;10;2200.00;-;-
"BLUE SHARK POWER";FR0013340973;MLBSP;"Euronext Access Paris";EUR;3.78;3.78;3.78;3.78;"25/08/2021 16:30";CET;2000;7560.00;-;-
BLUELINEA;FR0011041011;ALBLU;"Euronext Growth Paris";EUR;1.53;1.53;1.53;1.53;"06/04/2023 09:00";CET;1;1.53;-;-
BMW;DE0005190003;1BMW;BITGEM;EUR;98.76;98.76;97.81;97.88;"06/04/2023 15:41";CET;56;5483.45;-;-
BMW;DE0005190003;2BMW;"Euronext After Hours Milan";EUR;99.55;99.55;99.55;99.55;"03/04/2023 18:00";CET;14;1393.70;-;-
"BNP PARIBAS";FR0000131104;2BNP;"Euronext After Hours Milan";EUR;56.20;56.20;56.20;56.20;"04/04/2023 19:56";CET;100;5620.00;-;-
"BNP PARIBAS";FR0000131104;1BNP;BITGEM;EUR;56.40;57.40;56.40;57.28;"06/04/2023 17:29";CET;3575;203934.31;-;-
"BNP PARIBAS ACT.A";FR0000131104;BNP;"Euronext Paris";EUR;56.33;57.42;56.23;57.23;"06/04/2023 17:38";CET;3534817;201660777.17;-;-
"BNP PARIBAS FORTIS";BE0172505399;-;"Euronext Expert Market";EUR;44.00;44.00;44.00;44.00;"28/03/2023 11:32";CET;77;3388.00;-;-
"BOA CONCEPT";FR0011365907;ALBOA;"Euronext Growth Paris";EUR;30.70;30.90;30.60;30.60;"06/04/2023 16:50";CET;1383;42668.20;-;-
"BODY ONE";FR0010106039;MLONE;"Euronext Access Paris";EUR;0.39;0.39;0.39;0.39;"20/03/2023 16:30";CET;256;99.84;-;-
"BOEING COMPANY";US0970231058;BOEI;"Traded not listed Brussels";USD;228.00;228.00;228.00;228.00;"30/03/2023 09:02";CET;20;4560.00;-;-
BOIRON;FR0000061129;BOI;"Euronext Paris";EUR;38.90;39.10;38.60;38.60;"06/04/2023 17:38";CET;9048;351377.60;-;-
"BOIS DU LUC";BE0156880313;-;"Euronext Expert Market";EUR;20.75;20.75;20.75;20.75;"18/08/2015 11:30";CET;410;8507.50;-;-
"BOIS DU LUC 10E";BE0156881329;-;"Euronext Expert Market";EUR;2.77;2.77;2.77;2.77;"25/08/2015 11:30";CET;3;8.31;-;-
BOLLORE;FR0000039299;BOL;"Euronext Paris";EUR;5.67;5.69;5.63;5.69;"06/04/2023 17:37";CET;1378264;7806836.58;-;-
